"Enrichment FDR","nGenes","Pathway Genes","Fold Enrichment","Pathway","URL","Genes"
1.5915485132725e-05,10,105,9.44569288389513,"Amoebiasis","http://www.genome.jp/kegg-bin/show_pathway?mmu05146 "," Col1a1  Lama2  Tgfb3  Lama3  Col3a1  C8b  Col1a2  Col4a1  C8a  Cxcl2"
1.97849210835327e-05,9,88,10.1433861082737,"ECM-receptor interaction","http://www.genome.jp/kegg-bin/show_pathway?mmu04512 "," Col1a1  Cd36  Lama2  Lama3  Tnc  Col1a2  Col4a1  Thbs1  Col6a3"
7.66252523674443e-05,9,108,8.26498127340824,"Protein digestion and absorption","http://www.genome.jp/kegg-bin/show_pathway?mmu04974 "," Col1a1  Slc3a1  Col5a2  Col3a1  Col1a2  Col4a1  Col6a3  Kcnn4  Col25a1"
0.000155142410545848,8,91,8.71910112359551,"Complement and coagulation cascades","http://www.genome.jp/kegg-bin/show_pathway?mmu04610 "," C6  C2  C8b  Plat  Fgb  C8a  C5ar1  Serpina1a"
0.00113551512089279,10,200,4.95898876404494,"Focal adhesion","http://www.genome.jp/kegg-bin/show_pathway?mmu04510 "," Col1a1  Lama2  Lama3  Src  Tnc  Col1a2  Col4a1  Thbs1  Col6a3  Flnc"
0.00206542489771078,7,101,6.87384581154745,"AGE-RAGE signaling pathway in diabetic complications","http://www.genome.jp/kegg-bin/show_pathway?mmu04933 "," Col1a1  Tgfb3  Pim1  Col3a1  Col1a2  Col4a1  Ccl2"
0.00790271063551692,6,91,6.53932584269663,"Steroid hormone biosynthesis","http://www.genome.jp/kegg-bin/show_pathway?mmu00140 "," Cyp17a1  Cyp2c39  Cyp1a2  Cyp1a1  Hsd3b5  Cyp7b1"
0.00826402046319719,4,34,11.6682088565763,"Biosynthesis of unsaturated fatty acids","http://www.genome.jp/kegg-bin/show_pathway?mmu01040 "," Elovl7  Scd2  Elovl5  Acnat2"
0.0376310189946569,6,129,4.61301280376274,"Relaxin signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?mmu04926 "," Col1a1  Col3a1  Src  Col1a2  Col4a1  Mmp13"
0.0376310189946569,4,55,7.21307456588355,"Malaria","http://www.genome.jp/kegg-bin/show_pathway?mmu05144 "," Cd36  Tgfb3  Ccl2  Thbs1"
0.0376310189946569,8,231,3.4347974123255,"Coronavirus disease","http://www.genome.jp/kegg-bin/show_pathway?mmu05171 "," C6  C2  C8b  Fgb  C8a  Ccl2  C5ar1  Mas1"
0.0401535141200765,10,349,2.84182737194553,"Human papillomavirus infection","http://www.genome.jp/kegg-bin/show_pathway?mmu05165 "," Col1a1  Lama2  Lama3  Tnc  Col1a2  Col4a1  Thbs1  Col6a3  Maml3  H2-Q1"
0.0436626613887213,10,357,2.77814496585151,"PI3K-Akt signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?mmu04151 "," Col1a1  Lama2  Lama3  Tnc  Col1a2  Col4a1  Lpar1  Thbs1  Col6a3  Ntrk2"
0.105213971701691,5,123,4.03169818215036,"Platelet activation","http://www.genome.jp/kegg-bin/show_pathway?mmu04611 "," Col1a1  Col3a1  Src  Col1a2  Fgb"
0.151526964645559,2,18,11.019975031211,"Primary bile acid biosynthesis","http://www.genome.jp/kegg-bin/show_pathway?mmu00120 "," Cyp7b1  Acnat2"
0.151526964645559,4,89,4.45751799015276,"PPAR signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?mmu03320 "," Pparg  Cd36  Scd2  Fabp4"
0.151526964645559,4,92,4.31216414264778,"Viral protein interaction with cytokine and cytokine receptor","http://www.genome.jp/kegg-bin/show_pathway?mmu04061 "," Cxcl13  Ccl2  Cx3cr1  Cxcl2"
0.162655001342795,6,201,2.9605903068925,"Proteoglycans in cancer","http://www.genome.jp/kegg-bin/show_pathway?mmu05205 "," Col1a1  Cd63  Src  Col1a2  Thbs1  Flnc"
