"Enrichment FDR","nGenes","Pathway Genes","Fold Enrichment","Pathway","URL","Genes"
0.000372452693430046,19,231,3.55897207367796,"Coronavirus disease","http://www.genome.jp/kegg-bin/show_pathway?mmu05171 "," Cybb  Nrp1  Ifih1  Tlr2  Oas3  Oas2  Plcg2  C1qa  C1qc  C1qb  Pik3cd  Ddx58  C3ar1  Ikbke  Tlr7  Oas1a  Cfd  Oas1g  C4b"
0.000601963026386775,13,123,4.57321058504703,"Osteoclast differentiation","http://www.genome.jp/kegg-bin/show_pathway?mmu04380 "," Spi1  Cyba  Fcgr1  Csf1r  Tnfrsf11a  Tyrobp  Plcg2  Sirpa  Pik3cd  Fcgr4  Blnk  Sirpb1a  Lilrb4a"
0.000802837549443347,12,115,4.5150895140665,"Staphylococcus aureus infection","http://www.genome.jp/kegg-bin/show_pathway?mmu05150 "," Itgb2  Fcgr1  C1qa  C1qc  C1qb  C3ar1  Fpr1  Selplg  Fpr2  Fcgr4  Cfd  C4b"
0.000802837549443347,17,220,3.34356060606061,"Epstein-Barr virus infection","http://www.genome.jp/kegg-bin/show_pathway?mmu05169 "," Cd44  E2f2  Irf7  Tlr2  Oas3  Oas2  Plcg2  Tap1  Pik3cd  Ddx58  Ikbke  Oas1a  H2-Q7  Blnk  Oas1g  Ccnd1  Runx3"
0.0025915137399084,15,198,3.27800059417706,"Neutrophil extracellular trap formation","http://www.genome.jp/kegg-bin/show_pathway?mmu04613 "," Itgb2  Cyba  Cybb  Fcgr1  Gsdmd  Tlr2  Rac2  Plcg2  Pik3cd  Tlr7  Fpr1  Selplg  Fpr2  Fcgr4  Actg1"
0.00317162664187772,13,159,3.53776667899864,"Hepatitis C","http://www.genome.jp/kegg-bin/show_pathway?mmu05160 "," E2f2  Irf7  Oas3  Oas2  Ifit1  Scarb1  Pik3cd  Ddx58  Ikbke  Cldn2  Oas1a  Oas1g  Ccnd1"
0.00401247590097377,12,143,3.63101604278075,"Measles","http://www.genome.jp/kegg-bin/show_pathway?mmu05162 "," Irf7  Ifih1  Tlr2  Oas3  Oas2  Pik3cd  Ddx58  Ikbke  Tlr7  Oas1a  Oas1g  Ccnd1"
0.00442649727850012,13,169,3.32843137254902,"Phagosome","http://www.genome.jp/kegg-bin/show_pathway?mmu04145 "," Itgb2  Cyba  Cybb  Fcgr1  Marco  Tlr2  Coro1a  Tap1  Scarb1  Cd14  Fcgr4  H2-Q7  Actg1"
0.00544246037659981,8,70,4.94509803921569,"Acute myeloid leukemia","http://www.genome.jp/kegg-bin/show_pathway?mmu05221 "," Spi1  Fcgr1  Runx1  Csf1r  Pik3cd  Cd14  Per2  Ccnd1"
0.00600073401019655,9,91,4.27941176470588,"Complement and coagulation cascades","http://www.genome.jp/kegg-bin/show_pathway?mmu04610 "," Itgb2  Procr  Itgax  C1qa  C1qc  C1qb  C3ar1  Cfd  C4b"
